global_pair_index,index_G,index_H,g6_G,g6_H,n_G,n_H,gamma_t_cartesian,gamma_direct,slack,cartesian_set,direct_set,cartesian_nodes_searched,direct_nodes_searched,direct_components
6067,52,61,ECZ_,ECrg,6,6,9,6,3,5;33;23;3;24;11;17;29;35,5;0;35;30;11;6,28,10,1
6068,52,62,ECZ_,ECro,6,6,9,6,3,5;23;4;34;29;35;11;17;24,5;30;11;35;0;6,28,10,1
6069,52,63,ECZ_,ECrw,6,6,6,6,0,5;23;11;17;29;35,5;35;0;6;11;17,8,37,1
6070,52,64,ECZ_,ECuw,6,6,9,6,3,4;32;22;2;29;10;16;28;34,4;5;34;35;10;11,27,10,1
6071,52,65,ECZ_,ECvo,6,6,9,6,3,5;23;4;34;29;35;11;17;10,5;30;11;35;0;6,75,10,1
6072,52,66,ECZ_,ECvw,6,6,6,6,0,5;23;11;17;29;35,5;35;4;11;34;29,8,39,1
6073,52,67,ECZ_,ECxo,6,6,9,8,1,0;23;4;5;11;17;28;24;35,4;0;31;10;35;1;7;27,45,245,1
6074,52,68,ECZ_,ECxw,6,6,8,6,2,22;33;28;35;18;24;31;32,4;35;10;5;34;11,11,24,1
6075,52,69,ECZ_,ECzW,6,6,9,6,3,4;22;3;33;10;16;29;34;28,4;35;5;34;10;11,47,10,1
6076,52,70,ECZ_,ECzg,6,6,9,6,3,33;18;22;35;31;32;28;24;30,0;34;4;30;6;10,71,10,1
6077,52,71,ECZ_,ECzo,6,6,8,6,2,23;34;29;30;33;19;32;25,5;30;11;0;35;6,45,22,1
6078,52,72,ECZ_,ECzw,6,6,6,6,0,23;5;11;17;29;35,5;35;4;10;11;34,9,92,1
6079,52,73,ECZ_,EC~o,6,6,7,6,1,22;35;28;4;5;10;17,4;30;10;0;34;6,24,36,1
6080,52,74,ECZ_,EC~w,6,6,6,5,1,22;4;11;16;28;35,4;34;5;11;29,8,56,1
6081,52,75,ECZ_,EEhW,6,6,9,6,3,32;22;23;30;29;33;31;28;34,4;34;5;35;10;11,93,10,1
6082,52,76,ECZ_,EEh_,6,6,10,10,0,0;23;3;20;24;32;25;27;35;28,3;4;31;9;26;0;1;34;6;29,113,801,2
6083,52,77,ECZ_,EEho,6,6,10,8,2,0;23;4;5;11;17;24;35;28;27,3;5;33;2;30;9;28;11,350,152,1
6084,52,78,ECZ_,EEhw,6,6,9,6,3,0;23;5;30;11;17;29;27;35,3;5;33;35;9;11,127,21,1
6085,52,79,ECZ_,EEiW,6,6,10,9,1,3;4;21;2;28;9;26;15;33;27,3;4;33;0;34;6;9;26;30,62,53,1
6086,52,80,ECZ_,EEio,6,6,9,8,1,31;21;2;18;32;24;7;12;8,3;33;5;2;30;9;28;11,55,14,1
6087,52,81,ECZ_,EEjW,6,6,9,6,3,32;22;23;33;31;30;29;28;34,4;34;5;35;10;11,76,10,1
6088,52,82,ECZ_,EEj_,6,6,8,6,2,23;33;34;29;18;31;32;24,5;30;11;0;35;6,26,9,2
6089,52,83,ECZ_,EEjo,6,6,8,6,2,23;34;29;33;18;31;32;24,5;30;11;0;35;6,25,10,1
6090,52,84,ECZ_,EEjw,6,6,6,6,0,23;5;11;17;29;35,5;35;0;6;11;17,8,118,1
6091,52,85,ECZ_,EElw,6,6,9,6,3,21;2;3;32;9;15;28;33;27,3;34;4;33;9;10,206,42,1
6092,52,86,ECZ_,EEno,6,6,8,6,2,21;22;35;31;32;30;27;28,3;35;9;5;33;11,96,44,1
6093,52,87,ECZ_,EEnw,6,6,6,6,0,23;5;11;17;29;35,5;35;3;9;11;33,9,94,1
6094,52,88,ECZ_,EEr_,6,6,9,6,3,32;23;18;31;24;29;35;33;34,5;30;11;35;0;6,73,10,2
6095,52,89,ECZ_,EEro,6,6,9,6,3,5;23;4;34;11;17;24;29;35,5;30;11;35;0;6,44,10,1
6096,52,90,ECZ_,EErw,6,6,6,6,0,5;23;11;17;29;35,5;35;0;6;11;17,8,37,1
6097,52,91,ECZ_,EEuw,6,6,9,6,3,5;23;1;31;11;17;27;29;35,5;33;3;35;11;9,43,10,1
6098,52,92,ECZ_,EEvo,6,6,8,6,2,32;2;29;21;3;34;10;17,5;33;11;3;35;9,116,10,1
6099,52,93,ECZ_,EEvw,6,6,6,6,0,5;23;11;17;29;35,5;35;3;11;33;29,8,40,1
6100,52,94,ECZ_,EEzO,6,6,9,6,3,32;22;18;28;34;31;24;33;35,4;34;0;30;10;6,185,10,1
6101,52,95,ECZ_,EEz_,6,6,8,6,2,22;18;32;31;24;33;35;28,4;30;10;0;34;6,85,9,2
6102,52,96,ECZ_,EEzg,6,6,8,6,2,22;18;32;31;24;33;35;28,4;30;11;34;0;6,115,10,1
6103,52,97,ECZ_,EEzo,6,6,8,6,2,23;34;29;33;32;18;31;24,5;30;11;0;35;6,87,36,1
6104,52,98,ECZ_,EEzw,6,6,6,6,0,23;5;11;17;29;35,5;35;4;10;11;34,9,101,1
6105,52,99,ECZ_,EE~w,6,6,6,5,1,22;4;11;16;28;35,4;34;5;11;29,8,59,1
6106,52,100,ECZ_,EFzW,6,6,7,6,1,21;3;4;34;27;9;16,3;35;9;5;33;11,28,38,1
6107,52,101,ECZ_,EFz_,6,6,8,6,2,21;18;31;32;24;34;35;27,3;30;9;0;33;6,74,30,2
6108,52,102,ECZ_,EFzo,6,6,8,6,2,21;4;3;34;27;29;11;16,3;30;11;0;33;6,347,66,1
6109,52,103,ECZ_,EFzw,6,6,6,6,0,23;5;11;17;29;35,5;35;3;9;11;33,10,105,1
6110,52,104,ECZ_,EF~w,6,6,6,5,1,21;3;10;17;28;35,3;33;4;10;28,8,67,1
6111,52,105,ECZ_,EQjO,6,6,8,6,2,23;18;31;33;32;34;24;29,5;0;35;30;11;6,34,9,1
6112,52,106,ECZ_,EQj_,6,6,9,9,0,33;23;29;3;25;18;34;32;24,1;31;5;11;30;0;7;35;6,17,103,1
6113,52,107,ECZ_,EQjg,6,6,9,6,3,33;23;29;3;25;5;30;32;34,1;31;5;11;35;7,44,10,1
6114,52,108,ECZ_,EQjo,6,6,8,6,2,23;31;33;29;18;34;32;24,5;30;0;35;11;6,60,10,1
6115,52,109,ECZ_,EQjw,6,6,6,6,0,23;5;11;17;29;35,5;35;0;11;17;29,8,111,1
6116,52,110,ECZ_,EQyw,6,6,8,6,2,22;33;28;23;31;29;30;32,4;35;10;5;34;11,48,22,1
6117,52,111,ECZ_,EQzO,6,6,8,6,2,18;23;32;31;33;34;24;29,0;5;30;35;6;11,80,9,1
6118,52,112,ECZ_,EQzW,6,6,8,6,2,22;23;32;33;30;31;28;29,4;35;5;34;10;11,126,10,1
6119,52,113,ECZ_,EQzg,6,6,9,6,3,33;19;22;25;31;30;32;35;28,1;31;4;34;7;10,355,10,1
6120,52,114,ECZ_,EQzo,6,6,8,6,2,23;33;34;29;31;18;32;24,5;30;8;35;0;11,118,81,1
6121,52,115,ECZ_,EQzw,6,6,6,6,0,23;5;11;17;29;35,5;35;4;11;34;29,11,133,1
6122,52,116,ECZ_,EQ~o,6,6,7,6,1,22;4;5;35;10;28;17,4;30;8;34;0;10,59,101,1
6123,52,117,ECZ_,EQ~w,6,6,6,5,1,22;4;11;16;28;35,4;34;5;11;29,14,61,1
6124,52,118,ECZ_,ETno,6,6,8,6,2,31;1;29;18;0;34;10;17,5;35;0;30;11;6,275,10,1
6125,52,119,ECZ_,ETnw,6,6,6,6,0,5;23;11;17;29;35,5;35;0;11;30;29,10,40,1
6126,52,120,ECZ_,ETzg,6,6,8,6,2,22;18;31;32;33;35;28;24,4;30;0;34;10;6,151,10,1
6127,52,121,ECZ_,ETzo,6,6,8,6,2,23;34;29;33;31;18;32;24,5;30;11;0;35;6,136,46,1
6128,52,122,ECZ_,ETzw,6,6,6,6,0,23;5;11;17;29;35,5;35;0;6;11;30,12,111,1
6129,52,123,ECZ_,ET~w,6,6,6,5,1,22;4;11;16;28;35,4;34;5;11;29,13,65,1
6130,52,124,ECZ_,EUZO,6,6,9,8,1,2;19;0;1;7;13;24;26;31,0;2;33;3;31;6;9;28,270,461,1
6131,52,125,ECZ_,EUZ_,6,6,8,6,2,19;23;33;34;29;30;25;32,1;5;31;35;11;7,84,19,1
6132,52,126,ECZ_,EUZo,6,6,8,6,2,19;23;34;30;32;33;25;29,1;5;31;35;7;11,215,47,1
6133,52,127,ECZ_,EUZw,6,6,6,6,0,23;5;11;17;29;35,5;35;0;11;17;29,12,191,1
6134,52,128,ECZ_,EUxo,6,6,8,6,2,20;23;30;31;33;34;26;29,2;5;32;35;8;11,137,35,1
6135,52,129,ECZ_,EUzW,6,6,8,6,2,18;32;31;23;33;34;24;29,0;34;11;30;4;6,154,60,1
6136,52,130,ECZ_,EUzo,6,6,8,6,2,23;18;31;32;33;34;29;24,5;30;11;0;35;6,464,43,1
6137,52,131,ECZ_,EUzw,6,6,6,6,0,23;5;11;17;29;35,5;35;0;6;11;30,13,141,1
6138,52,132,ECZ_,EU~w,6,6,6,5,1,22;4;11;16;28;35,4;34;5;11;29,14,54,1
6139,52,133,ECZ_,EV~w,6,6,6,5,1,21;3;10;17;28;35,3;33;4;10;28,15,71,1
6140,52,134,ECZ_,E]yw,6,6,8,6,2,1;18;0;31;24;29;11;13,2;30;10;0;32;6,572,94,1
6141,52,135,ECZ_,E]zg,6,6,7,6,1,18;0;1;31;24;6;13,0;32;6;2;30;8,32,46,1
6142,52,136,ECZ_,E]zo,6,6,7,6,1,18;0;1;31;6;24;13,0;32;11;30;2;6,86,69,1
6143,52,137,ECZ_,E]zw,6,6,6,6,0,23;5;11;17;29;35,5;35;0;6;11;30,24,127,1
6144,52,138,ECZ_,E]~o,6,6,7,6,1,0;20;18;31;24;7;12,2;30;10;0;32;6,101,83,1
6145,52,139,ECZ_,E]~w,6,6,6,5,1,22;4;11;16;28;35,4;34;5;11;29,25,61,1
6146,52,140,ECZ_,E^~w,6,6,6,5,1,20;2;9;16;27;34,2;20;32;9;27,30,126,1
6147,52,141,ECZ_,E~~w,6,6,6,5,1,0;18;30;25;7;12,1;19;24;6;31,21,166,1
6148,53,53,ECZg,ECZg,6,6,8,4,4,33;23;3;5;29;11;17;35,0;30;5;35,29,6,1
6149,53,54,ECZg,ECZo,6,6,8,4,4,23;34;5;4;29;11;17;35,5;31;35;1,21,6,1
6150,53,55,ECZg,ECZw,6,6,6,4,2,23;5;11;17;29;35,5;35;4;34,17,22,1
6151,53,56,ECZg,ECfo,6,6,8,4,4,5;23;4;34;11;17;29;35,5;30;35;0,24,7,1
6152,53,57,ECZg,ECfw,6,6,6,4,2,5;23;11;17;29;35,5;35;0;30,15,11,1
6153,53,58,ECZg,ECpo,6,6,9,6,3,5;2;22;18;29;11;17;34;30,5;35;3;0;31;33,35,10,1
6154,53,59,ECZg,ECqg,6,6,9,6,3,31;32;33;22;34;23;3;35;30,4;5;0;34;35;30,24,10,1
6155,53,60,ECZg,ECr_,6,6,8,4,4,32;33;23;34;35;18;31;30,5;0;35;30,10,6,1
6156,53,61,ECZg,ECrg,6,6,8,4,4,5;33;23;3;11;17;29;35,5;0;35;30,29,7,1
6157,53,62,ECZg,ECro,6,6,8,4,4,5;23;4;34;29;11;17;35,5;30;35;0,22,7,1
6158,53,63,ECZg,ECrw,6,6,6,4,2,5;23;11;17;29;35,5;35;0;30,15,11,1
6159,53,64,ECZg,ECuw,6,6,8,4,4,4;32;22;2;10;16;28;34,4;5;34;35,40,7,1
6160,53,65,ECZg,ECvo,6,6,8,4,4,5;23;4;34;29;26;11;17,5;30;35;0,32,7,1
6161,53,66,ECZg,ECvw,6,6,6,4,2,5;23;11;17;29;35,5;35;4;34,15,11,1
6162,53,67,ECZg,ECxo,6,6,8,6,2,22;18;5;35;10;33;28;16,4;0;31;34;3;35,46,59,1
6163,53,68,ECZg,ECxw,6,6,8,4,4,22;33;4;3;28;10;16;34,4;35;5;34,50,10,1
6164,53,69,ECZg,ECzW,6,6,8,4,4,4;22;3;33;10;16;28;34,4;35;34;5,44,7,1
6165,53,70,ECZg,ECzg,6,6,8,4,4,33;18;30;22;31;32;35;34,0;34;30;4,112,7,1
6166,53,71,ECZg,ECzo,6,6,8,4,4,23;34;5;4;29;11;17;35,5;30;35;0,86,10,1
6167,53,72,ECZg,ECzw,6,6,6,4,2,23;5;11;17;29;35,5;35;4;34,24,21,1
6168,53,73,ECZg,EC~o,6,6,7,4,3,22;35;28;5;4;10;16,4;30;34;0,46,13,1
6169,53,74,ECZg,EC~w,6,6,6,4,2,22;4;11;16;28;35,4;34;5;35,28,23,1
6170,53,75,ECZg,EEhW,6,6,8,4,4,32;22;34;23;30;31;33;35,4;34;5;35,43,6,1
6171,53,76,ECZg,EEh_,6,6,10,8,2,0;23;3;20;30;25;32;34;27;35,3;4;31;0;35;1;33;30,438,299,1
6172,53,77,ECZg,EEho,6,6,9,6,3,0;23;20;30;31;26;33;28;35,3;5;33;2;30;35,167,46,1
6173,53,78,ECZg,EEhw,6,6,8,4,4,0;23;5;30;11;17;29;35,3;5;33;35,104,9,1
6174,53,79,ECZg,EEiW,6,6,9,6,3,3;32;1;22;4;34;27;9;15,3;4;33;0;34;30,93,15,1
6175,53,80,ECZg,EEio,6,6,9,6,3,3;1;22;20;27;9;15;34;32,3;33;5;2;30;35,107,10,1
6176,53,81,ECZg,EEjW,6,6,8,4,4,32;22;34;23;33;31;30;35,4;34;5;35,131,7,1
6177,53,82,ECZg,EEj_,6,6,8,4,4,23;33;34;29;18;31;32;24,5;30;0;35,43,6,1
6178,53,83,ECZg,EEjo,6,6,8,4,4,23;34;33;18;31;32;30;35,5;30;35;0,39,6,1
6179,53,84,ECZg,EEjw,6,6,6,4,2,23;5;11;17;29;35,5;35;0;30,23,22,1
6180,53,85,ECZg,EElw,6,6,8,4,4,21;2;3;32;9;15;27;33,3;34;4;33,144,13,1
6181,53,86,ECZg,EEno,6,6,8,4,4,21;2;3;32;9;15;27;33,3;35;5;33,107,12,1
6182,53,87,ECZg,EEnw,6,6,6,4,2,23;5;11;17;29;35,5;35;3;33,24,21,1
6183,53,88,ECZg,EEr_,6,6,8,4,4,32;23;35;33;34;18;31;30,5;30;35;0,26,6,1
6184,53,89,ECZg,EEro,6,6,8,4,4,5;23;4;34;11;17;29;35,5;30;35;0,50,7,1
6185,53,90,ECZg,EErw,6,6,6,4,2,5;23;11;17;29;35,5;35;0;30,17,11,1
6186,53,91,ECZg,EEuw,6,6,8,4,4,5;23;1;31;11;17;29;35,5;33;35;3,72,7,1
6187,53,92,ECZg,EEvo,6,6,8,4,4,5;23;4;34;11;17;29;35,5;33;35;3,87,7,1
6188,53,93,ECZg,EEvw,6,6,6,4,2,5;23;11;17;29;35,5;35;3;33,17,11,1
6189,53,94,ECZg,EEzO,6,6,8,4,4,32;22;34;18;31;33;35;30,4;34;0;30,102,6,1
6190,53,95,ECZg,EEz_,6,6,8,4,4,2;21;18;32;31;24;6;13,4;30;0;34,23,6,1
6191,53,96,ECZg,EEzg,6,6,8,4,4,22;3;4;33;11;16;29;34,4;30;34;0,126,6,1
6192,53,97,ECZg,EEzo,6,6,8,4,4,23;34;5;4;29;11;17;35,5;30;35;0,148,6,1
6193,53,98,ECZg,EEzw,6,6,6,4,2,23;5;11;17;29;35,5;35;4;34,24,22,1
6194,53,99,ECZg,EE~w,6,6,6,4,2,22;4;11;16;28;35,4;34;5;35,29,24,1
6195,53,100,ECZg,EFzW,6,6,7,4,3,21;3;4;34;27;9;15,3;35;33;5,81,13,1
6196,53,101,ECZg,EFz_,6,6,8,4,4,0;21;19;30;32;25;7;14,3;30;0;33,105,6,1
6197,53,102,ECZg,EFzo,6,6,7,4,3,21;4;3;34;11;29;17,3;30;33;0,128,6,1
6198,53,103,ECZg,EFzw,6,6,6,4,2,23;5;11;17;29;35,5;35;3;33,38,25,1
6199,53,104,ECZg,EF~w,6,6,6,4,2,21;3;10;17;28;35,3;33;4;34,39,33,1
6200,53,105,ECZg,EQjO,6,6,8,4,4,23;18;31;33;32;34;30;35,5;0;35;30,69,6,1
6201,53,106,ECZg,EQj_,6,6,9,6,3,33;23;3;29;11;17;34;4;5,1;31;5;35;0;30,91,14,1
6202,53,107,ECZg,EQjg,6,6,8,4,4,33;23;3;5;29;11;17;35,1;31;5;35,32,6,1
6203,53,108,ECZg,EQjo,6,6,8,4,4,23;5;4;34;11;17;29;35,5;30;0;35,80,6,1
6204,53,109,ECZg,EQjw,6,6,6,4,2,23;5;11;17;29;35,5;35;0;30,20,22,1
6205,53,110,ECZg,EQyw,6,6,8,4,4,22;33;3;4;28;10;16;34,4;35;5;34,96,6,1
6206,53,111,ECZg,EQzO,6,6,8,4,4,18;23;32;31;33;34;30;35,0;5;30;35,92,6,1
6207,53,112,ECZg,EQzW,6,6,8,4,4,22;3;4;33;10;16;28;34,4;35;5;34,133,6,1
6208,53,113,ECZg,EQzg,6,6,8,4,4,33;19;31;22;30;32;35;34,1;31;4;34,167,7,1
6209,53,114,ECZg,EQzo,6,6,8,4,4,23;5;4;34;11;17;29;35,5;30;35;0,161,16,1
6210,53,115,ECZg,EQzw,6,6,6,4,2,23;5;11;17;29;35,5;35;4;34,29,25,1
6211,53,116,ECZg,EQ~o,6,6,7,4,3,22;4;5;35;10;28;16,4;30;34;0,187,24,1
6212,53,117,ECZg,EQ~w,6,6,6,4,2,22;4;11;16;28;35,4;34;5;35,36,32,1
6213,53,118,ECZg,ETno,6,6,8,4,4,5;23;4;34;11;17;29;35,5;35;0;30,111,7,1
6214,53,119,ECZg,ETnw,6,6,6,4,2,5;23;11;17;29;35,5;35;0;30,17,11,1
6215,53,120,ECZg,ETzg,6,6,8,4,4,22;3;4;33;11;29;17;34,4;30;0;34,157,6,1
6216,53,121,ECZg,ETzo,6,6,8,4,4,23;34;5;4;29;11;17;30,5;30;0;35,260,6,1
6217,53,122,ECZg,ETzw,6,6,6,4,2,23;5;11;17;29;35,5;35;0;30,25,24,1
6218,53,123,ECZg,ET~w,6,6,6,4,2,22;4;11;16;28;35,4;34;5;35,29,26,1
6219,53,124,ECZg,EUZO,6,6,8,6,2,18;20;1;31;6;34;24;12,0;2;33;30;4;31,217,83,1
6220,53,125,ECZg,EUZ_,6,6,8,4,4,18;20;1;31;24;26;7;13,1;5;31;35,176,8,1
6221,53,126,ECZg,EUZo,6,6,8,4,4,4;23;5;34;11;15;12;29,1;5;31;35,172,6,1
6222,53,127,ECZg,EUZw,6,6,6,4,2,23;5;11;17;29;35,5;35;0;30,29,31,1
6223,53,128,ECZg,EUxo,6,6,8,4,4,0;23;19;30;25;32;7;13,2;5;32;35,70,6,1
6224,53,129,ECZg,EUzW,6,6,8,4,4,18;0;1;31;6;12;24;30,0;34;4;30,197,13,1
6225,53,130,ECZg,EUzo,6,6,8,4,4,1;18;0;31;6;12;24;30,5;30;0;35,302,6,1
6226,53,131,ECZg,EUzw,6,6,6,4,2,23;5;11;17;29;35,5;35;0;30,31,28,1
6227,53,132,ECZg,EU~w,6,6,6,4,2,22;4;11;16;28;35,4;34;5;35,33,31,1
6228,53,133,ECZg,EV~w,6,6,6,4,2,21;3;10;17;28;35,3;33;4;34,40,34,1
6229,53,134,ECZg,E]yw,6,6,7,4,3,1;18;0;31;11;29;17,2;30;0;32,145,6,1
6230,53,135,ECZg,E]zg,6,6,7,4,3,18;0;1;31;24;6;12,0;32;30;2,103,15,1
6231,53,136,ECZg,E]zo,6,6,7,4,3,18;0;1;31;6;24;12,0;32;2;30,214,18,1
6232,53,137,ECZg,E]zw,6,6,6,4,2,23;5;11;17;29;35,5;35;0;30,41,28,1
6233,53,138,ECZg,E]~o,6,6,7,4,3,0;20;18;31;24;6;13,2;30;0;32,199,19,1
6234,53,139,ECZg,E]~w,6,6,6,4,2,22;4;11;16;35;28,4;34;5;35,79,36,1
6235,53,140,ECZg,E^~w,6,6,6,4,2,20;2;9;16;27;34,2;20;32;33,93,45,1
6236,53,141,ECZg,E~~w,6,6,6,4,2,0;18;30;25;7;12,1;19;31;30,70,54,1
6237,54,54,ECZo,ECZo,6,6,8,4,4,5;34;29;11;16;23;17;35,35;7;31;11,88,6,1
6238,54,55,ECZo,ECZw,6,6,6,4,2,5;23;11;17;29;35,35;11;34;29,13,37,1
6239,54,56,ECZo,ECfo,6,6,8,4,4,5;11;17;23;34;10;29;35,35;6;30;11,67,6,1
6240,54,57,ECZo,ECfw,6,6,6,4,2,5;11;17;23;29;35,35;11;30;29,9,7,1
6241,54,58,ECZo,ECpo,6,6,9,6,3,5;32;29;35;30;25;34;23;27,35;7;11;33;30;9,230,10,1
6242,54,59,ECZo,ECqg,6,6,9,6,3,31;32;33;28;34;29;35;30;24,34;11;35;30;10;6,284,10,1
6243,54,60,ECZo,ECr_,6,6,8,4,4,32;33;29;34;35;31;24;30,35;6;30;11,80,6,1
6244,54,61,ECZo,ECrg,6,6,8,4,4,5;33;11;17;29;9;23;35,35;6;30;11,51,6,1
6245,54,62,ECZo,ECro,6,6,8,4,4,5;11;17;23;34;29;10;35,35;6;11;30,38,6,1
6246,54,63,ECZo,ECrw,6,6,6,4,2,5;11;17;23;29;35,35;6;11;30,9,7,1
6247,54,64,ECZo,ECuw,6,6,8,4,4,4;32;10;16;28;8;22;34,34;11;35;10,61,6,1
6248,54,65,ECZo,ECvo,6,6,8,4,4,5;11;17;23;34;29;10;35,35;6;11;30,130,6,1
6249,54,66,ECZo,ECvw,6,6,6,4,2,5;11;17;23;29;35,35;11;34;29,9,7,1
6250,54,67,ECZo,ECxo,6,6,8,6,2,30;29;5;34;27;23;10;16,34;6;9;30;11;31,71,96,1
6251,54,68,ECZo,ECxw,6,6,8,4,4,4;33;28;10;15;22;16;34,34;11;35;10,73,6,1
6252,54,69,ECZo,ECzW,6,6,8,4,4,4;10;16;22;33;28;9;34,34;11;35;10,116,6,1
6253,54,70,ECZo,ECzg,6,6,8,4,4,33;24;30;31;32;28;35;34,30;10;34;6,205,6,1
6254,54,71,ECZo,ECzo,6,6,8,4,4,5;34;29;23;30;11;17;10,35;6;30;11,143,6,1
6255,54,72,ECZo,ECzw,6,6,6,4,2,5;11;17;23;29;35,35;10;11;34,10,31,1
6256,54,73,ECZo,EC~o,6,6,6,4,2,4;11;16;22;35;28,34;6;30;10,8,6,1
6257,54,74,ECZo,EC~w,6,6,6,4,2,4;11;16;22;28;35,34;11;35;10,9,35,1
6258,54,75,ECZo,EEhW,6,6,8,4,4,32;28;34;30;29;31;33;35,34;11;35;10,189,6,1
6259,54,76,ECZo,EEh_,6,6,9,8,1,30;25;26;5;23;33;34;29;6,33;6;35;7;30;9;32;10,145,562,1
6260,54,77,ECZo,EEho,6,6,8,6,2,30;26;20;2;31;33;29;28,33;11;30;9;34;6,93,87,1
6261,54,78,ECZo,EEhw,6,6,8,4,4,30;5;23;11;17;29;6;35,33;11;35;9,175,6,1
6262,54,79,ECZo,EEiW,6,6,9,6,3,31;32;27;33;28;34;30;35;24,33;6;34;9;30;10,505,10,1
6263,54,80,ECZo,EEio,6,6,8,6,2,31;7;32;24;12;8;0;18,33;6;35;9;32;11,103,10,1
6264,54,81,ECZo,EEjW,6,6,8,4,4,32;28;34;31;29;30;33;35,34;11;35;10,277,6,1
6265,54,82,ECZo,EEj_,6,6,8,4,4,31;24;32;18;0;6;13;14,35;6;30;11,44,6,1
6266,54,83,ECZo,EEjo,6,6,8,4,4,5;34;29;23;33;11;16;31,35;6;30;11,167,6,1
6267,54,84,ECZo,EEjw,6,6,6,4,2,5;11;17;23;29;35,35;6;11;30,13,36,1
6268,54,85,ECZo,EElw,6,6,8,4,4,3;32;21;9;15;27;8;33,33;10;34;9,252,11,1
6269,54,86,ECZo,EEno,6,6,8,4,4,3;32;21;9;15;27;8;33,33;11;35;9,351,11,1
6270,54,87,ECZo,EEnw,6,6,6,4,2,5;11;17;23;29;35,35;9;11;33,14,33,1
6271,54,88,ECZo,EEr_,6,6,8,4,4,32;29;35;33;34;30;25;31,35;6;11;30,136,6,1
6272,54,89,ECZo,EEro,6,6,8,4,4,5;11;17;23;34;29;10;35,35;6;11;30,79,6,1
6273,54,90,ECZo,EErw,6,6,6,4,2,5;11;17;23;29;35,35;6;11;30,15,7,1
6274,54,91,ECZo,EEuw,6,6,8,4,4,5;11;17;23;31;29;7;35,35;9;33;11,164,6,1
6275,54,92,ECZo,EEvo,6,6,8,4,4,5;11;17;23;34;10;29;35,35;9;33;11,196,6,1
6276,54,93,ECZo,EEvw,6,6,6,4,2,5;11;17;23;29;35,35;11;33;29,15,7,1
6277,54,94,ECZo,EEzO,6,6,8,4,4,32;28;34;30;25;33;35;31,34;6;10;30,264,6,1
6278,54,95,ECZo,EEz_,6,6,8,4,4,32;33;28;35;22;4;24;31,34;6;30;10,108,6,1
6279,54,96,ECZo,EEzg,6,6,8,4,4,4;33;22;11;15;16;28;35,34;6;30;10,259,6,1
6280,54,97,ECZo,EEzo,6,6,8,4,4,5;11;16;23;34;29;33;35,35;6;30;11,346,6,1
6281,54,98,ECZo,EEzw,6,6,6,4,2,5;11;17;23;29;35,35;10;11;34,18,32,1
6282,54,99,ECZo,EE~w,6,6,6,4,2,4;11;16;22;28;35,34;11;35;10,17,36,1
6283,54,100,ECZo,EFzW,6,6,6,4,2,3;10;15;21;34;27,33;11;35;9,24,6,1
6284,54,101,ECZo,EFz_,6,6,8,4,4,30;25;32;19;1;6;14;7,33;6;30;9,119,6,1
6285,54,102,ECZo,EFzo,6,6,7,4,3,3;34;21;27;29;10;17,33;6;30;9,255,6,1
6286,54,103,ECZo,EFzw,6,6,6,4,2,5;11;17;29;23;35,35;9;11;33,26,39,1
6287,54,104,ECZo,EF~w,6,6,6,4,2,3;10;21;17;28;35,33;10;34;9,14,51,1
6288,54,105,ECZo,EQjO,6,6,8,4,4,31;29;33;24;32;34;30;35,35;6;30;11,67,6,1
6289,54,106,ECZo,EQj_,6,6,8,6,2,33;29;5;23;34;9;17;10,31;11;30;7;35;6,67,10,1
6290,54,107,ECZo,EQjg,6,6,8,4,4,33;29;5;23;9;17;30;6,31;11;35;7,44,6,1
6291,54,108,ECZo,EQjo,6,6,8,4,4,5;23;34;11;16;29;17;35,35;6;30;11,202,6,1
6292,54,109,ECZo,EQjw,6,6,6,4,2,5;23;11;17;29;35,35;11;30;29,16,37,1
6293,54,110,ECZo,EQyw,6,6,8,4,4,4;33;28;22;10;15;30;32,34;11;35;10,189,6,1
6294,54,111,ECZo,EQzO,6,6,8,4,4,32;33;24;31;29;34;30;35,30;10;35;7,133,6,1
6295,54,112,ECZo,EQzW,6,6,8,4,4,4;33;22;10;12;15;28;30,34;11;35;10,330,6,1
6296,54,113,ECZo,EQzg,6,6,8,4,4,33;25;31;28;30;32;35;34,31;10;34;7,391,6,1
6297,54,114,ECZo,EQzo,6,6,8,4,4,5;11;13;23;34;16;29;35,35;6;11;30,386,13,1
6298,54,115,ECZo,EQzw,6,6,6,4,2,5;11;17;23;29;35,35;11;34;29,17,37,1
6299,54,116,ECZo,EQ~o,6,6,6,4,2,4;11;16;22;35;28,34;6;30;10,38,15,1
6300,54,117,ECZo,EQ~w,6,6,6,4,2,4;11;22;16;28;35,34;10;35;11,14,58,1
6301,54,118,ECZo,ETno,6,6,8,4,4,5;11;17;23;34;10;29;35,35;11;30;6,322,6,1
6302,54,119,ECZo,ETnw,6,6,6,4,2,5;11;17;23;29;35,35;11;30;29,20,7,1
6303,54,120,ECZo,ETzg,6,6,8,4,4,4;33;22;11;15;16;29;34,34;6;30;10,421,6,1
6304,54,121,ECZo,ETzo,6,6,8,4,4,5;11;16;23;34;29;33;30,35;6;30;11,586,6,1
6305,54,122,ECZo,ETzw,6,6,6,4,2,5;11;17;23;29;35,35;6;11;30,25,34,1
6306,54,123,ECZo,ET~w,6,6,6,4,2,4;11;16;22;28;35,34;10;35;11,35,38,1
