global_pair_index,index_G,index_H,g6_G,g6_H,n_G,n_H,gamma_t_cartesian,gamma_direct,slack,cartesian_set,direct_set,cartesian_nodes_searched,direct_nodes_searched,direct_components
5831,49,98,ECZG,EEzw,6,6,6,5,1,17;29;23;5;11;35,29;5;35;28;4,11,31,1
5832,49,99,ECZG,EE~w,6,6,6,5,1,16;28;22;4;10;34,28;5;23;10;29,11,39,1
5833,49,100,ECZG,EFzW,6,6,8,6,2,15;21;3;4;34;9;27;28,27;3;35;29;33;5,219,46,1
5834,49,101,ECZG,EFz_,6,6,9,6,3,24;15;12;21;1;8;31;32;18,27;30;3;24;33;0,1582,33,1
5835,49,102,ECZG,EFzo,6,6,8,6,2,15;28;27;35;10;5;18;22,27;30;5;24;33;0,713,70,1
5836,49,103,ECZG,EFzw,6,6,6,5,1,17;29;23;5;11;35,29;5;35;27;3,12,34,1
5837,49,104,ECZG,EF~w,6,6,6,5,1,15;27;21;3;9;33,27;4;22;9;28,12,52,1
5838,49,105,ECZG,EQjO,6,6,9,6,3,25;12;27;24;23;5;6;2;4,29;24;35;30;5;0,51,9,1
5839,49,106,ECZG,EQj_,6,6,10,8,2,33;23;17;27;19;4;34;11;29;28,25;1;31;29;5;30;24;0,89,31,1
5840,49,107,ECZG,EQjg,6,6,9,6,3,33;23;17;27;19;11;29;5;35,25;1;31;29;5;35,52,10,1
5841,49,108,ECZG,EQjo,6,6,9,6,3,17;28;29;23;5;4;34;11;35,29;24;35;30;5;0,121,10,1
5842,49,109,ECZG,EQjw,6,6,6,5,1,17;29;23;5;11;35,29;5;35;24;0,11,28,1
5843,49,110,ECZG,EQyw,6,6,9,6,3,16;27;28;22;5;25;19;35;10,28;35;4;29;34;5,289,28,1
5844,49,111,ECZG,EQzO,6,6,9,6,3,26;13;24;25;22;3;4;5;7,24;29;30;35;0;5,101,9,1
5845,49,112,ECZG,EQzW,6,6,9,6,3,16;27;28;22;23;4;33;10;34,28;29;34;35;4;5,307,10,1
5846,49,113,ECZG,EQzg,6,6,9,6,3,33;13;3;16;22;4;11;29;34,25;1;31;28;4;34,295,10,1
5847,49,114,ECZG,EQzo,6,6,9,6,3,17;23;5;4;34;11;29;28;35,29;1;5;35;24;30,584,79,1
5848,49,115,ECZG,EQzw,6,6,6,5,1,17;29;23;5;11;35,29;5;35;28;4,12,32,1
5849,49,116,ECZG,EQ~o,6,6,8,6,2,16;22;4;5;35;10;28;29,28;2;4;34;24;30,727,118,1
5850,49,117,ECZG,EQ~w,6,6,6,5,1,16;28;22;4;10;34,28;5;23;10;29,14,49,1
5851,49,118,ECZG,ETno,6,6,9,6,3,5;17;23;4;34;7;11;29;28,29;5;35;24;0;30,188,10,1
5852,49,119,ECZG,ETnw,6,6,6,5,1,5;17;29;23;11;35,29;5;35;24;0,12,14,1
5853,49,120,ECZG,ETzg,6,6,9,6,3,16;27;28;22;18;4;33;10;34,28;24;34;30;4;0,453,10,1
5854,49,121,ECZG,ETzo,6,6,9,6,3,17;23;34;5;4;11;29;28;30,29;5;30;24;35;0,813,50,1
5855,49,122,ECZG,ETzw,6,6,6,5,1,17;29;23;5;11;35,29;5;35;24;0,15,32,1
5856,49,123,ECZG,ET~w,6,6,6,5,1,16;28;22;4;10;34,28;5;23;10;29,13,41,1
5857,49,124,ECZG,EUZO,6,6,9,7,2,26;13;18;20;1;31;7;24;25,24;26;4;1;18;33;13,276,85,1
5858,49,125,ECZG,EUZ_,6,6,9,6,3,27;14;19;25;26;32;8;2;21,25;1;29;30;5;32,325,43,1
5859,49,126,ECZG,EUZo,6,6,9,6,3,28;19;24;12;25;22;0;30;6,25;2;5;32;29;35,475,50,1
5860,49,127,ECZG,EUZw,6,6,6,5,1,17;29;23;5;11;35,29;5;35;24;0,13,42,1
5861,49,128,ECZG,EUxo,6,6,9,6,3,24;25;26;13;7;3;22;5;4,26;29;32;35;2;5,636,35,1
5862,49,129,ECZG,EUzW,6,6,9,6,3,12;18;0;1;31;6;24;25;30,24;4;35;29;5;30,670,67,1
5863,49,130,ECZG,EUzo,6,6,9,6,3,25;12;24;23;5;4;34;6;27,29;24;35;30;5;0,1609,42,1
5864,49,131,ECZG,EUzw,6,6,6,5,1,17;29;23;5;11;35,29;5;35;24;0,13,45,1
5865,49,132,ECZG,EU~w,6,6,6,5,1,16;28;22;4;10;34,28;5;23;10;29,18,52,1
5866,49,133,ECZG,EV~w,6,6,6,5,1,15;27;21;3;9;33,27;4;22;9;28,15,53,1
5867,49,134,ECZG,E]yw,6,6,8,6,2,25;12;24;20;5;23;31;6,26;24;32;30;2;0,809,52,1
5868,49,135,ECZG,E]zg,6,6,8,6,2,12;18;0;1;31;6;24;25,24;0;32;26;30;2,285,59,1
5869,49,136,ECZG,E]zo,6,6,8,6,2,27;14;26;23;4;5;34;9,24;5;32;2;30;26,620,90,1
5870,49,137,ECZG,E]zw,6,6,6,5,1,17;29;23;5;11;35,29;5;35;24;0,17,38,1
5871,49,138,ECZG,E]~o,6,6,8,6,2,24;25;12;0;20;18;31;6,26;30;4;24;32;0,1552,115,1
5872,49,139,ECZG,E]~w,6,6,6,5,1,16;28;22;4;10;34,28;5;23;10;29,61,77,1
5873,49,140,ECZG,E^~w,6,6,6,5,1,14;26;20;2;8;32,26;3;21;8;27,73,78,1
5874,49,141,ECZG,E~~w,6,6,6,5,1,24;12;0;18;31;7,25;13;2;20;24,21,166,1
5875,50,50,ECZO,ECZO,6,6,10,8,2,16;28;32;34;5;11;23;15;27;35,28;34;29;25;10;31;11;35,125,77,1
5876,50,51,ECZO,ECZW,6,6,9,6,3,16;8;32;17;29;11;5;23;35,28;34;29;10;11;35,109,10,1
5877,50,52,ECZO,ECZ_,6,6,10,9,1,17;9;10;12;28;33;35;5;23;34,24;30;29;6;7;35;25;11;31,61,76,1
5878,50,53,ECZO,ECZg,6,6,9,6,3,17;9;12;33;5;23;10;28;35,24;30;29;6;11;35,32,14,1
5879,50,54,ECZO,ECZo,6,6,9,6,3,17;10;29;28;30;33;5;34;23,29;7;25;11;35;31,124,10,1
5880,50,55,ECZO,ECZw,6,6,6,5,1,17;29;11;5;23;35,29;11;28;35;34,8,33,1
5881,50,56,ECZO,ECfo,6,6,9,6,3,17;29;28;10;31;32;35;0;18,29;6;24;11;35;30,37,9,1
5882,50,57,ECZO,ECfw,6,6,6,5,1,17;29;11;5;23;35,29;35;11;24;30,8,15,1
5883,50,58,ECZO,ECpo,6,6,10,8,2,17;29;24;28;11;5;23;35;30;34,29;35;27;11;24;6;33;30,102,36,1
5884,50,59,ECZO,ECqg,6,6,10,9,1,16;8;9;31;17;27;7;32;0;18,28;29;24;10;11;6;34;35;30,35,15,1
5885,50,60,ECZO,ECr_,6,6,10,6,4,17;12;29;24;32;31;35;33;34;30,29;24;11;6;35;30,72,9,1
5886,50,61,ECZO,ECrg,6,6,9,6,3,17;12;29;9;33;11;5;23;35,29;24;11;6;35;30,31,10,1
5887,50,62,ECZO,ECro,6,6,9,6,3,17;29;28;10;32;33;35;4;22,29;6;35;24;11;30,54,9,1
5888,50,63,ECZO,ECrw,6,6,6,5,1,17;29;11;5;23;35,29;35;11;24;30,8,17,1
5889,50,64,ECZO,ECuw,6,6,9,6,3,16;17;28;8;5;31;34;23;11,28;29;10;11;34;35,46,10,1
5890,50,65,ECZO,ECvo,6,6,8,6,2,17;29;28;10;32;35;4;22,29;6;35;11;24;30,26,9,1
5891,50,66,ECZO,ECvw,6,6,6,5,1,17;29;11;5;23;35,29;35;11;28;34,8,17,1
5892,50,67,ECZO,ECxo,6,6,8,8,0,16;12;29;11;30;34;5;23,28;24;7;11;25;34;30;31,15,369,1
5893,50,68,ECZO,ECxw,6,6,8,6,2,16;29;30;11;12;5;23;34,28;11;29;10;34;35,16,22,1
5894,50,69,ECZO,ECzW,6,6,9,6,3,16;28;27;9;32;31;34;5;23,28;11;29;10;34;35,79,10,1
5895,50,70,ECZO,ECzg,6,6,9,6,3,12;9;33;16;11;29;4;22;34,24;10;28;6;30;34,93,10,1
5896,50,71,ECZO,ECzo,6,6,8,6,2,17;10;33;29;28;4;35;22,29;6;24;11;35;30,45,21,1
5897,50,72,ECZO,ECzw,6,6,6,5,1,17;29;11;5;23;35,29;11;28;35;34,8,34,1
5898,50,73,ECZO,EC~o,6,6,7,6,1,16;11;4;22;35;28;29,28;6;34;24;10;30,44,42,1
5899,50,74,ECZO,EC~w,6,6,6,5,1,16;28;10;5;23;34,28;10;29;34;35,8,50,1
5900,50,75,ECZO,EEhW,6,6,9,6,3,16;28;32;34;17;3;9;21;7,28;34;29;10;11;35,84,10,1
5901,50,76,ECZO,EEh_,6,6,10,8,2,24;25;26;27;14;34;35;21;32;3,27;14;24;17;34;32;3;1,96,176,1
5902,50,77,ECZO,EEho,6,6,10,8,2,15;26;28;27;30;31;35;5;34;23,27;29;9;26;6;33;35;32,328,342,1
5903,50,78,ECZO,EEhw,6,6,9,6,3,15;17;10;31;27;8;4;22;33,27;29;9;11;33;35,118,21,1
5904,50,79,ECZO,EEiW,6,6,10,8,2,15;26;27;28;9;3;21;33;4;2,27;28;33;22;20;31;15;26,119,25,1
5905,50,80,ECZO,EEio,6,6,10,8,2,15;27;26;28;9;3;21;33;32;34,27;33;29;9;26;6;35;32,108,37,1
5906,50,81,ECZO,EEjW,6,6,9,6,3,16;28;32;34;17;7;9;5;23,28;34;29;10;11;35,97,10,1
5907,50,82,ECZO,EEj_,6,6,9,6,3,17;9;10;12;29;33;34;5;23,29;6;24;11;35;30,64,9,1
5908,50,83,ECZO,EEjo,6,6,9,6,3,17;10;29;28;31;33;20;30;2,29;6;24;11;35;30,247,10,1
5909,50,84,ECZO,EEjw,6,6,6,5,1,17;29;11;5;23;35,29;11;24;35;30,8,36,1
5910,50,85,ECZO,EElw,6,6,9,6,3,15;26;27;8;30;31;4;22;33,27;10;28;9;33;34,239,45,1
5911,50,86,ECZO,EEno,6,6,8,6,2,15;16;11;29;34;5;23;33,27;11;29;9;35;33,89,59,1
5912,50,87,ECZO,EEnw,6,6,6,5,1,17;29;11;5;23;35,29;11;27;35;33,8,34,1
5913,50,88,ECZO,EEr_,6,6,9,6,3,17;8;32;12;7;24;31;0;18,29;6;35;24;11;30,74,11,1
5914,50,89,ECZO,EEro,6,6,9,6,3,17;29;28;10;32;35;33;22;4,29;6;35;24;11;30,47,9,1
5915,50,90,ECZO,EErw,6,6,6,5,1,17;29;11;5;23;35,29;35;11;24;30,8,17,1
5916,50,91,ECZO,EEuw,6,6,9,6,3,17;29;25;7;32;35;30;3;21,29;9;27;11;35;33,61,10,1
5917,50,92,ECZO,EEvo,6,6,8,6,2,17;29;28;10;32;35;3;21,29;9;27;11;35;33,52,10,1
5918,50,93,ECZO,EEvw,6,6,6,5,1,17;29;11;5;23;35,29;35;11;27;33,8,17,1
5919,50,94,ECZO,EEzO,6,6,9,6,3,16;28;32;34;27;29;9;5;23,28;34;10;24;6;30,162,10,1
5920,50,95,ECZO,EEz_,6,6,9,6,3,16;12;11;9;33;28;35;4;22,28;6;24;10;34;30,254,9,1
5921,50,96,ECZO,EEzg,6,6,9,6,3,16;27;28;9;32;35;0;23;3,28;6;24;10;30;34,328,10,1
5922,50,97,ECZO,EEzo,6,6,8,6,2,17;10;29;28;33;4;35;22,29;6;24;11;35;30,144,24,1
5923,50,98,ECZO,EEzw,6,6,6,5,1,17;29;11;5;23;35,29;11;28;35;34,8,35,1
5924,50,99,ECZO,EE~w,6,6,6,5,1,16;28;10;5;23;34,28;10;29;34;35,8,53,1
5925,50,100,ECZO,EFzW,6,6,7,6,1,15;10;3;21;34;27;28,27;11;29;9;33;35,48,38,1
5926,50,101,ECZO,EFz_,6,6,9,6,3,24;15;12;31;32;18;0;7;8,27;6;24;9;33;30,508,29,1
5927,50,102,ECZO,EFzo,6,6,8,6,2,15;28;27;10;35;5;22;18,27;6;24;9;30;33,266,48,1
5928,50,103,ECZO,EFzw,6,6,6,5,1,17;29;11;5;23;35,29;11;27;35;33,8,47,1
5929,50,104,ECZO,EF~w,6,6,6,5,1,15;27;9;4;22;33,27;9;28;33;34,8,82,1
5930,50,105,ECZO,EQjO,6,6,9,6,3,17;12;7;9;24;32;34;5;23,29;24;11;6;35;30,128,9,1
5931,50,106,ECZO,EQj_,6,6,10,8,2,17;9;13;28;10;33;35;5;23;34,25;31;29;7;35;6;24;30,169,87,1
5932,50,107,ECZO,EQjg,6,6,9,6,3,17;9;13;33;5;23;6;8;10,25;31;29;7;11;35,117,14,1
5933,50,108,ECZO,EQjo,6,6,9,6,3,17;29;28;10;31;33;0;18;35,29;6;24;11;35;30,214,10,1
5934,50,109,ECZO,EQjw,6,6,6,5,1,17;29;11;5;23;35,29;11;24;35;30,12,33,1
5935,50,110,ECZO,EQyw,6,6,8,6,2,16;29;31;13;11;5;23;34,28;11;29;10;34;35,74,23,1
5936,50,111,ECZO,EQzO,6,6,9,6,3,12;17;10;33;8;29;0;18;31,24;29;6;11;30;35,196,9,1
5937,50,112,ECZO,EQzW,6,6,8,6,2,16;27;28;9;32;30;1;19,28;11;29;10;34;35,93,10,1
5938,50,113,ECZO,EQzg,6,6,9,6,3,13;25;33;31;24;26;6;2;20,25;31;7;28;10;34,234,10,1
5939,50,114,ECZO,EQzo,6,6,8,6,2,17;33;29;28;10;35;4;22,29;6;24;11;35;30,219,83,1
5940,50,115,ECZO,EQzw,6,6,6,5,1,17;29;11;5;23;35,29;11;28;35;34,12,41,1
5941,50,116,ECZO,EQ~o,6,6,7,6,1,16;4;11;22;35;28;29,28;6;24;10;34;30,81,94,1
5942,50,117,ECZO,EQ~w,6,6,6,5,1,16;28;10;5;23;34,28;10;29;34;35,22,75,1
5943,50,118,ECZO,ETno,6,6,8,6,2,17;29;28;10;31;35;0;18,29;35;11;24;6;30,59,10,1
5944,50,119,ECZO,ETnw,6,6,6,5,1,17;29;11;5;23;35,29;35;11;24;30,10,17,1
5945,50,120,ECZO,ETzg,6,6,8,6,2,16;27;28;9;31;35;0;18,28;6;24;10;34;30,129,10,1
5946,50,121,ECZO,ETzo,6,6,8,6,2,17;10;29;28;33;4;35;22,29;6;24;11;35;30,187,29,1
5947,50,122,ECZO,ETzw,6,6,6,5,1,17;29;11;5;23;35,29;11;24;35;30,12,38,1
5948,50,123,ECZO,ET~w,6,6,6,5,1,16;28;10;5;23;34,28;10;29;34;35,19,57,1
5949,50,124,ECZO,EUZO,6,6,8,8,0,12;14;25;7;32;30;1;19,24;26;9;27;7;30;32;33,44,633,1
5950,50,125,ECZO,EUZ_,6,6,8,6,2,12;14;25;7;30;32;1;19,25;29;6;8;31;35,54,65,1
5951,50,126,ECZO,EUZo,6,6,8,6,2,13;8;15;26;31;33;2;20,25;29;7;11;31;35,73,29,1
5952,50,127,ECZO,EUZw,6,6,6,5,1,17;29;11;5;23;35,29;11;24;35;30,13,56,1
5953,50,128,ECZO,EUxo,6,6,8,6,2,24;17;13;6;31;35;0;18,26;29;8;11;32;35,84,35,1
5954,50,129,ECZO,EUzW,6,6,8,6,2,12;10;15;28;33;4;22;30,24;10;28;6;30;34,166,76,1
5955,50,130,ECZO,EUzo,6,6,8,6,2,17;28;29;10;33;3;22;20,29;6;24;11;35;30,241,41,1
5956,50,131,ECZO,EUzw,6,6,6,5,1,17;29;11;5;23;35,29;11;24;35;30,13,49,1
5957,50,132,ECZO,EU~w,6,6,6,5,1,16;28;10;5;23;34,28;10;29;34;35,22,70,1
5958,50,133,ECZO,EV~w,6,6,6,5,1,15;27;9;4;22;33,27;9;28;33;34,27,86,1
5959,50,134,ECZO,E]yw,6,6,8,6,2,14;27;26;9;34;4;21;18,26;6;24;8;32;30,393,59,1
5960,50,135,ECZO,E]zg,6,6,7,6,1,12;7;0;18;31;24;25,24;8;26;6;30;32,60,56,1
5961,50,136,ECZO,E]zo,6,6,7,6,1,12;0;7;18;31;24;25,24;8;26;6;30;32,95,75,1
5962,50,137,ECZO,E]zw,6,6,6,5,1,17;29;11;5;23;35,29;11;24;35;30,17,56,1
5963,50,138,ECZO,E]~o,6,6,7,6,1,24;14;12;7;31;0;18,26;6;24;8;32;30,115,87,1
5964,50,139,ECZO,E]~w,6,6,6,5,1,16;28;10;5;23;34,28;10;29;34;35,48,79,1
5965,50,140,ECZO,E^~w,6,6,6,5,1,14;26;8;3;21;32,26;14;33;3;32,51,138,1
5966,50,141,ECZO,E~~w,6,6,6,5,1,24;12;31;7;1;19,25;13;30;0;31,57,175,1
5967,51,51,ECZW,ECZW,6,6,8,4,4,16;17;32;34;31;30;33;35,28;34;29;35,104,7,1
5968,51,52,ECZW,ECZ_,6,6,9,6,3,17;27;33;5;11;23;34;29;28,24;30;29;35;25;31,65,10,1
5969,51,53,ECZW,ECZg,6,6,8,4,4,17;27;29;33;5;11;23;35,24;30;29;35,56,7,1
5970,51,54,ECZW,ECZo,6,6,8,4,4,17;28;29;11;34;5;23;35,29;31;35;25,79,6,1
5971,51,55,ECZW,ECZw,6,6,6,4,2,17;29;11;5;23;35,29;35;28;34,18,23,1
5972,51,56,ECZW,ECfo,6,6,8,4,4,17;5;11;28;29;34;23;35,29;35;24;30,52,7,1
5973,51,57,ECZW,ECfw,6,6,6,4,2,17;29;5;11;23;35,29;35;24;30,11,7,1
5974,51,58,ECZW,ECpo,6,6,9,6,3,17;24;13;5;8;11;23;30;34,29;35;27;24;31;33,64,10,1
5975,51,59,ECZW,ECqg,6,6,9,6,3,16;26;12;32;31;34;33;30;35,28;29;24;34;35;30,96,10,1
5976,51,60,ECZW,ECr_,6,6,8,4,4,17;12;32;35;31;34;33;30,29;24;35;30,37,6,1
5977,51,61,ECZW,ECrg,6,6,8,4,4,17;27;29;33;5;11;23;35,29;24;35;30,49,7,1
5978,51,62,ECZW,ECro,6,6,8,4,4,17;5;11;28;29;34;23;35,29;30;35;24,40,7,1
5979,51,63,ECZW,ECrw,6,6,6,4,2,17;29;5;11;23;35,29;35;24;30,13,7,1
5980,51,64,ECZW,ECuw,6,6,8,4,4,16;26;28;32;4;10;22;34,28;29;34;35,54,7,1
5981,51,65,ECZW,ECvo,6,6,8,4,4,17;5;11;23;29;28;34;35,29;35;24;30,59,7,1
5982,51,66,ECZW,ECvw,6,6,6,4,2,17;29;5;11;23;35,29;35;28;34,13,7,1
5983,51,67,ECZW,ECxo,6,6,8,6,2,16;12;29;30;34;5;11;23,28;24;31;34;27;35,98,54,1
5984,51,68,ECZW,ECxw,6,6,8,4,4,16;27;28;4;33;10;22;34,28;35;29;34,182,6,1
5985,51,69,ECZW,ECzW,6,6,8,4,4,16;4;10;27;28;33;22;34,28;34;29;35,80,7,1
5986,51,70,ECZW,ECzg,6,6,8,4,4,12;33;30;16;31;32;35;34,24;30;28;34,140,7,1
5987,51,71,ECZW,ECzo,6,6,8,4,4,17;5;34;11;23;29;28;35,29;30;35;24,110,6,1
5988,51,72,ECZW,ECzw,6,6,6,4,2,17;29;5;11;23;35,29;35;28;34,16,23,1
5989,51,73,ECZW,EC~o,6,6,7,4,3,16;4;11;35;22;28;29,28;30;34;24,42,6,1
5990,51,74,ECZW,EC~w,6,6,6,4,2,16;28;5;10;23;34,28;34;29;35,14,25,1
5991,51,75,ECZW,EEhW,6,6,8,4,4,16;17;32;34;30;33;31;35,28;34;29;35,91,6,1
5992,51,76,ECZW,EEh_,6,6,10,8,2,24;25;26;27;28;29;3;20;0;23,27;28;24;25;34;1;19;32,103,374,1
5993,51,77,ECZW,EEho,6,6,9,6,3,24;17;28;29;11;3;20;1;22,27;29;33;26;30;35,299,51,1
5994,51,78,ECZW,EEhw,6,6,8,4,4,24;17;29;11;30;5;23;35,27;29;33;35,102,6,1
5995,51,79,ECZW,EEiW,6,6,9,6,3,15;26;4;22;28;27;31;33;9,27;28;33;24;34;30,85,10,1
5996,51,80,ECZW,EEio,6,6,9,6,3,15;26;12;3;7;9;21;32;34,27;33;29;26;30;35,126,10,1
5997,51,81,ECZW,EEjW,6,6,8,4,4,16;17;32;34;30;33;31;35,28;34;29;35,147,7,1
5998,51,82,ECZW,EEj_,6,6,8,4,4,17;12;31;33;30;32;34;35,29;30;24;35,93,6,1
5999,51,83,ECZW,EEjo,6,6,8,4,4,17;28;29;11;34;5;23;35,29;30;35;24,143,6,1
6000,51,84,ECZW,EEjw,6,6,6,4,2,17;29;5;11;23;35,29;35;24;30,18,23,1
6001,51,85,ECZW,EElw,6,6,8,4,4,15;26;27;3;32;9;21;33,27;28;33;34,236,15,1
6002,51,86,ECZW,EEno,6,6,8,4,4,15;26;27;3;32;9;21;33,27;35;29;33,227,15,1
6003,51,87,ECZW,EEnw,6,6,6,4,2,17;29;5;11;23;35,29;35;27;33,22,23,1
6004,51,88,ECZW,EEr_,6,6,8,4,4,17;32;35;12;33;34;31;30,29;30;35;24,70,6,1
6005,51,89,ECZW,EEro,6,6,8,4,4,17;5;11;28;29;34;23;35,29;30;35;24,61,7,1
6006,51,90,ECZW,EErw,6,6,6,4,2,17;29;5;11;23;35,29;35;24;30,13,7,1
6007,51,91,ECZW,EEuw,6,6,8,4,4,17;5;11;25;29;31;23;35,29;35;27;33,96,7,1
6008,51,92,ECZW,EEvo,6,6,8,4,4,17;5;11;23;29;28;34;35,29;35;27;33,96,7,1
6009,51,93,ECZW,EEvw,6,6,6,4,2,17;29;5;11;23;35,29;35;27;33,13,7,1
6010,51,94,ECZW,EEzO,6,6,8,4,4,16;32;34;12;30;31;33;35,28;34;24;30,182,6,1
6011,51,95,ECZW,EEz_,6,6,8,4,4,16;12;32;31;30;33;35;34,28;30;24;34,250,6,1
6012,51,96,ECZW,EEzg,6,6,8,4,4,16;27;28;35;11;33;4;22,28;30;34;24,257,6,1
6013,51,97,ECZW,EEzo,6,6,8,4,4,17;5;10;34;23;27;14;29,29;30;35;24,284,6,1
6014,51,98,ECZW,EEzw,6,6,6,4,2,17;29;5;11;23;35,29;35;28;34,20,25,1
6015,51,99,ECZW,EE~w,6,6,6,4,2,16;28;5;10;23;34,28;34;29;35,21,26,1
6016,51,100,ECZW,EFzW,6,6,7,4,3,15;3;10;21;34;27;28,27;35;33;29,80,6,1
6017,51,101,ECZW,EFz_,6,6,8,4,4,15;12;30;31;32;33;34;35,27;30;24;33,637,6,1
6018,51,102,ECZW,EFzo,6,6,7,4,3,15;28;27;9;34;5;23,27;30;33;24,184,6,1
6019,51,103,ECZW,EFzw,6,6,6,4,2,17;29;5;11;23;35,29;35;27;33,28,30,1
6020,51,104,ECZW,EF~w,6,6,6,4,2,15;27;4;9;22;33,27;15;34;33,20,36,1
6021,51,105,ECZW,EQjO,6,6,8,4,4,17;12;31;33;35;32;34;30,29;24;35;30,170,6,1
6022,51,106,ECZW,EQj_,6,6,9,6,3,17;27;33;5;11;23;34;29;28,25;31;29;35;24;30,251,10,1
6023,51,107,ECZW,EQjg,6,6,8,4,4,17;27;29;33;5;11;23;35,25;31;29;35,57,7,1
6024,51,108,ECZW,EQjo,6,6,8,4,4,17;28;29;11;34;5;23;35,29;24;35;30,158,6,1
6025,51,109,ECZW,EQjw,6,6,6,4,2,17;29;11;5;23;35,29;35;24;30,15,23,1
6026,51,110,ECZW,EQyw,6,6,8,4,4,16;27;28;4;33;10;22;34,28;35;29;34,215,6,1
6027,51,111,ECZW,EQzO,6,6,8,4,4,12;17;32;34;30;31;33;35,24;29;30;35,239,6,1
6028,51,112,ECZW,EQzW,6,6,8,4,4,16;27;28;4;33;10;22;34,28;29;34;35,233,6,1
6029,51,113,ECZW,EQzg,6,6,8,4,4,13;33;31;16;30;32;35;34,25;31;28;34,199,7,1
6030,51,114,ECZW,EQzo,6,6,8,4,4,17;5;11;28;29;34;23;35,29;24;35;30,319,17,1
6031,51,115,ECZW,EQzw,6,6,6,4,2,17;29;5;11;23;35,29;35;28;34,23,26,1
6032,51,116,ECZW,EQ~o,6,6,7,4,3,16;4;11;28;29;22;35,28;24;34;30,285,26,1
6033,51,117,ECZW,EQ~w,6,6,6,4,2,16;28;5;10;23;34,28;16;35;34,22,34,1
6034,51,118,ECZW,ETno,6,6,8,4,4,17;5;11;23;29;28;34;35,29;35;24;30,143,7,1
6035,51,119,ECZW,ETnw,6,6,6,4,2,17;29;5;11;23;35,29;35;24;30,13,7,1
6036,51,120,ECZW,ETzg,6,6,8,4,4,16;27;28;5;10;33;23;34,28;24;34;30,398,6,1
6037,51,121,ECZW,ETzo,6,6,8,4,4,17;5;10;34;23;27;13;29,29;24;35;30,455,6,1
6038,51,122,ECZW,ETzw,6,6,6,4,2,17;29;5;11;23;35,29;35;24;30,28,26,1
6039,51,123,ECZW,ET~w,6,6,6,4,2,16;28;5;10;23;34,28;34;29;35,21,28,1
6040,51,124,ECZW,EUZO,6,6,8,6,2,12;14;25;32;1;7;30;19,24;26;27;31;34;33,348,93,1
6041,51,125,ECZW,EUZ_,6,6,8,4,4,12;14;25;1;7;19;30;32,25;29;31;35,286,8,1
6042,51,126,ECZW,EUZo,6,6,8,4,4,28;17;29;34;31;11;0;18,25;29;31;35,239,6,1
6043,51,127,ECZW,EUZw,6,6,6,4,2,17;29;5;11;23;35,29;17;30;35,21,32,1
6044,51,128,ECZW,EUxo,6,6,8,4,4,24;17;13;18;31;35;0;6,26;29;32;35,404,6,1
6045,51,129,ECZW,EUzW,6,6,8,4,4,12;0;10;17;18;31;33;8,24;28;30;34,444,17,1
6046,51,130,ECZW,EUzo,6,6,8,4,4,25;12;24;32;7;3;20;1,29;24;35;30,675,6,1
6047,51,131,ECZW,EUzw,6,6,6,4,2,17;29;5;11;23;35,29;35;24;30,25,31,1
6048,51,132,ECZW,EU~w,6,6,6,4,2,16;28;5;10;23;34,28;16;35;34,27,34,1
6049,51,133,ECZW,EV~w,6,6,6,4,2,15;27;4;9;22;33,27;15;34;33,25,37,1
6050,51,134,ECZW,E]yw,6,6,7,4,3,25;12;24;31;6;5;23,26;24;32;30,212,6,1
6051,51,135,ECZW,E]zg,6,6,7,4,3,12;0;7;18;31;24;25,24;30;26;32,139,6,1
6052,51,136,ECZW,E]zo,6,6,7,4,3,12;0;7;24;25;18;31,24;32;26;30,398,24,1
6053,51,137,ECZW,E]zw,6,6,6,4,2,17;29;5;11;23;35,29;35;24;30,32,33,1
6054,51,138,ECZW,E]~o,6,6,7,4,3,24;25;12;7;30;1;19,26;30;24;32,370,27,1
6055,51,139,ECZW,E]~w,6,6,6,4,2,16;28;5;10;23;34,28;16;35;34,75,42,1
6056,51,140,ECZW,E^~w,6,6,6,4,2,14;26;3;8;21;32,26;14;33;32,77,45,1
6057,51,141,ECZW,E~~w,6,6,6,4,2,24;12;30;6;0;18,25;13;30;31,28,54,1
6058,52,52,ECZ_,ECZ_,6,6,9,9,0,33;23;34;29;3;24;19;32;25,0;30;5;31;11;1;35;6;7,13,39,2
6059,52,53,ECZ_,ECZg,6,6,9,6,3,33;23;29;3;24;5;34;10;17,0;30;5;35;6;11,26,10,1
6060,52,54,ECZ_,ECZo,6,6,8,6,2,23;34;29;30;33;19;32;25,5;31;11;1;35;7,23,10,1
6061,52,55,ECZ_,ECZw,6,6,6,6,0,23;5;11;17;29;35,5;35;4;11;17;29,8,108,1
6062,52,56,ECZ_,ECfo,6,6,9,6,3,5;23;4;34;11;17;24;29;35,5;30;0;35;11;6,29,10,1
6063,52,57,ECZ_,ECfw,6,6,6,6,0,5;23;11;17;29;35,5;35;0;11;17;29,8,34,1
6064,52,58,ECZ_,ECpo,6,6,10,8,2,5;23;0;4;11;17;28;24;35;29,5;35;3;0;31;11;28;9,52,14,1
6065,52,59,ECZ_,ECqg,6,6,10,9,1,31;32;33;22;23;3;24;7;12;8,4;5;0;34;35;30;10;11;6,35,15,1
6066,52,60,ECZ_,ECr_,6,6,10,6,4,32;33;23;34;29;35;18;31;24;30,5;0;35;30;11;6,100,10,2
